0.000251092,-0.01,0.002587586,-0.21741645,-0.576718152,-0.004892414,6.42E-36,-2.25E-36,-8.14E-37,25.86824036,0.058009002,4.76079039
0.002604583,-0.01,0.000143035,-0.115854539,-1.343060493,-0.082404859,1.54E-35,-4.56E-37,-1.15E-35,36.67276382,0.110713854,6.861803902
0.000507656,-0.01,0.001184901,-0.06918779,-1.752464771,-0.117097758,1.79E-35,8.46E-37,-2.03E-35,25.66095543,0.04217694,8.539836138
0.002630737,-0.01,0.003417684,0.002115814,-2.011530876,-0.011258227,2.50E-35,1.65E-37,-2.24E-35,29.66651726,0.148841158,10.09889735
-0.001322309,-0.01,0.003549124,-0.102654278,-1.004713178,0.096603878,1.74E-35,-2.84E-36,-1.02E-35,34.30686951,0.058939714,5.544295001
0.010594972,-0.01,0.001242117,0.004720676,-0.305402905,0.049161825,5.21E-36,-4.92E-37,-3.69E-36,21.65071869,0.007234113,2.484593291
0.001861002,-0.01,0.006273799,-0.01541195,-0.796597421,0.00553561,9.87E-36,-8.22E-37,-1.06E-35,25.4491787,0.006772917,4.277339802
7.98E-06,-0.01,3.50E-07,-0.200689539,-0.614609122,-0.197325245,3.17E-36,-4.32E-37,-2.30E-36,28.76359367,1.90E-05,3.264516987
0.000879726,-0.01,-3.07E-07,0.107829258,-0.155289158,-0.053647991,8.05E-37,2.42E-36,-5.38E-36,13.6554451,6.00E-05,1.692924921
-0.00062006,-0.01,0.004174945,-0.029847533,-0.443961442,0.00470806,5.25E-36,-4.93E-37,-4.14E-36,21.71418381,0.013415473,3.220818506
