1.559928338974714279e-02,-7.500000298023223877e-02,1.466972753405570984e-02,-2.466960525512695312e+01,-4.586126708984375000e+02,1.775752639770507812e+01,2.987848031033073942e-33,-1.248742985406374404e-33,-5.325521687760694128e-33,8.567747116088867188e+00,1.761009842157363892e-01,3.686506271362304688e+00
1.627180911600589752e-02,-7.500000298023223877e-02,1.914994604885578156e-02,-1.194848175048828125e+02,-1.133599121093750000e+03,-1.610253448486328125e+02,-8.215065697628392590e-33,1.383427271032753471e-33,-1.804849985490709288e-33,9.234861373901367188e+00,1.554041862487792969e+00,5.527213096618652344e+00
1.305199414491653442e-02,-7.500000298023223877e-02,6.507072132080793381e-03,-4.266079330444335938e+01,-4.889166870117187500e+02,-8.731719970703125000e+01,-9.003679878340110305e-33,4.754478378910231238e-34,1.376714830947573578e-33,1.031278610229492188e+01,9.291749447584152222e-02,3.709934711456298828e+00
1.361277699470520020e-02,-7.500000298023223877e-02,1.607098244130611420e-02,-1.088467788696289062e+02,-1.024179931640625000e+03,-1.231012954711914062e+02,-1.250039941384415251e-32,1.486210752194227289e-33,-5.833812700060447728e-34,9.044697761535644531e+00,7.293095588684082031e-01,5.244728565216064453e+00
1.536444295197725296e-02,-7.500000298023223877e-02,1.912740990519523621e-02,-1.436147003173828125e+02,-1.141083374023437500e+03,-1.440658569335937500e+02,-8.252718251053168986e-33,1.376510864310606679e-33,-8.021082130106844701e-34,9.093089103698730469e+00,1.481384992599487305e+00,5.453867435455322266e+00
1.402123179286718369e-02,-7.500000298023223877e-02,8.911829441785812378e-03,-4.869954681396484375e+01,-6.794967041015625000e+02,-8.884326171875000000e+01,-1.903153455643107821e-33,1.655610324736265562e-33,-9.387791759254493611e-33,8.667264938354492188e+00,1.670769788324832916e-02,4.244057655334472656e+00
1.666105166077613831e-02,-7.500000298023223877e-02,1.440416555851697922e-02,-1.444414138793945312e+01,-6.127609252929687500e+02,-2.145370292663574219e+01,8.805346063365558373e-33,-1.717092008321006926e-34,-6.504445176009521028e-33,8.963008880615234375e+00,1.443172991275787354e-01,4.260401725769042969e+00
1.096586510539054871e-02,-7.500000298023223877e-02,1.467350404709577560e-02,-4.776039505004882812e+01,-7.188786621093750000e+02,-1.332239532470703125e+02,5.154530238728253236e-33,8.557709076581642647e-34,-2.417981594065875709e-33,8.079929351806640625e+00,2.023584246635437012e-01,4.526197910308837891e+00
1.602065190672874451e-02,-7.500000298023223877e-02,8.565290831029415131e-03,-5.134126281738281250e+01,-7.827174682617187500e+02,-1.644973297119140625e+02,-1.473745552958718510e-33,-5.933109830281275725e-34,2.299810249003665042e-33,1.018383884429931641e+01,9.745413810014724731e-02,4.661229610443115234e+00
7.398360063908275899e-03,-7.500000298023222489e-02,1.242122679650492501e-02,-3.315275573730468750e+01,-5.734197387695312500e+02,-1.032428512573242188e+02,-1.181374210299299053e-33,9.447607891322039606e-34,-1.035124254122278731e-34,9.142748832702636719e+00,2.594549767673015594e-02,4.052186930973437740e+00
