0.000000000000000000e+00,9.999999747378751636e-05,1.999999949475750327e-04,3.499999875202775002e-04,5.750000127591192722e-04,9.125000215135514736e-04,1.418750034645199776e-03,2.178125083446502686e-03,3.317187540233135223e-03,5.025781225413084030e-03,7.588671986013650894e-03,1.143300812691450119e-02,1.719951257109642029e-02,2.584926784038543701e-02,3.882390260696411133e-02,5.828585103154182434e-02,8.747877925634384155e-02,1.312681734561920166e-01,1.969522535800933838e-01,2.954783737659454346e-01,3.954783678054809570e-01,4.954783618450164795e-01,5.954783558845520020e-01,6.954783797264099121e-01,7.954784035682678223e-01,8.954783678054809570e-01,9.954783916473388672e-01,1.000000000000000000e+00
0.000000000000000000e+00,-7.499999810534063727e-06,-1.499999962106812745e-05,-2.624999979161657393e-05,-4.312500095693394542e-05,-6.843749724794179201e-05,-1.064062525983899832e-04,-1.633593783481046557e-04,-2.487890596967190504e-04,-3.769336035475134850e-04,-5.691503756679594517e-04,-8.574755629524588585e-04,-1.289963372983038425e-03,-1.938695088028907776e-03,-2.911792602390050888e-03,-4.371439106762409210e-03,-6.560908164829015732e-03,-9.845112450420856476e-03,-1.477141864597797394e-02,-2.216087840497493744e-02,-2.966087870299816132e-02,-3.716087713837623596e-02,-4.466087743639945984e-02,-5.216087773442268372e-02,-5.966087803244590759e-02,-6.716087460517883301e-02,-7.466087490320205688e-02,-7.500000298023223877e-02
0.000000000000000000e+00,9.999999747378751636e-05,1.999999949475750327e-04,3.499999875202775002e-04,5.750000127591192722e-04,9.125000215135514736e-04,1.418750034645199776e-03,2.178125083446502686e-03,3.317187540233135223e-03,5.025781225413084030e-03,7.588671986013650894e-03,1.143300812691450119e-02,1.719951257109642029e-02,2.584926784038543701e-02,3.882390260696411133e-02,5.828585103154182434e-02,8.747877925634384155e-02,1.312681734561920166e-01,1.969522535800933838e-01,2.954783737659454346e-01,3.954783678054809570e-01,4.954783618450164795e-01,5.954783558845520020e-01,6.954783797264099121e-01,7.954784035682678223e-01,8.954783678054809570e-01,9.954783916473388672e-01,1.000000000000000000e+00
0.000000000000000000e+00,-7.499999810534063727e-06,-1.499999962106812745e-05,-2.624999979161657393e-05,-4.312500095693394542e-05,-6.843749724794179201e-05,-1.064062525983899832e-04,-1.633593783481046557e-04,-2.487890596967190504e-04,-3.769336035475134850e-04,-5.691503756679594517e-04,-8.574755629524588585e-04,-1.289963372983038425e-03,-1.938695088028907776e-03,-2.911792602390050888e-03,-4.371439106762409210e-03,-6.560908164829015732e-03,-9.845112450420856476e-03,-1.477141864597797394e-02,-2.216087840497493744e-02,-2.966087870299816132e-02,-3.716087713837623596e-02,-4.466087743639945984e-02,-5.216087773442268372e-02,-5.966087803244590759e-02,-6.716087460517883301e-02,-7.466087490320205688e-02,-7.500000298023223877e-02
0.000000000000000000e+00,9.999999747378751636e-05,1.999999949475750327e-04,3.499999875202775002e-04,5.750000127591192722e-04,9.125000215135514736e-04,1.418750034645199776e-03,2.178125083446502686e-03,3.317187540233135223e-03,5.025781225413084030e-03,7.588671986013650894e-03,1.143300812691450119e-02,1.719951257109642029e-02,2.584926784038543701e-02,3.882390260696411133e-02,5.828585103154182434e-02,8.747877925634384155e-02,1.312681734561920166e-01,1.969522535800933838e-01,2.954783737659454346e-01,3.954783678054809570e-01,4.954783618450164795e-01,5.954783558845520020e-01,6.954783797264099121e-01,7.954784035682678223e-01,8.954783678054809570e-01,9.954783916473388672e-01,1.000000000000000000e+00
0.000000000000000000e+00,-7.499999810534063727e-06,-1.499999962106812745e-05,-2.624999979161657393e-05,-4.312500095693394542e-05,-6.843749724794179201e-05,-1.064062525983899832e-04,-1.633593783481046557e-04,-2.487890596967190504e-04,-3.769336035475134850e-04,-5.691503756679594517e-04,-8.574755629524588585e-04,-1.289963372983038425e-03,-1.938695088028907776e-03,-2.911792602390050888e-03,-4.371439106762409210e-03,-6.560908164829015732e-03,-9.845112450420856476e-03,-1.477141864597797394e-02,-2.216087840497493744e-02,-2.966087870299816132e-02,-3.716087713837623596e-02,-4.466087743639945984e-02,-5.216087773442268372e-02,-5.966087803244590759e-02,-6.716087460517883301e-02,-7.466087490320205688e-02,-7.500000298023223877e-02
0.000000000000000000e+00,9.999999747378751636e-05,1.999999949475750327e-04,3.499999875202775002e-04,5.750000127591192722e-04,9.125000215135514736e-04,1.418750034645199776e-03,2.178125083446502686e-03,3.317187540233135223e-03,5.025781225413084030e-03,7.588671986013650894e-03,1.143300812691450119e-02,1.719951257109642029e-02,2.584926784038543701e-02,3.882390260696411133e-02,5.828585103154182434e-02,8.747877925634384155e-02,1.312681734561920166e-01,1.969522535800933838e-01,2.954783737659454346e-01,3.954783678054809570e-01,4.954783618450164795e-01,5.954783558845520020e-01,6.954783797264099121e-01,7.954784035682678223e-01,8.954783678054809570e-01,9.954783916473388672e-01,1.000000000000000000e+00
0.000000000000000000e+00,-7.499999810534063727e-06,-1.499999962106812745e-05,-2.624999979161657393e-05,-4.312500095693394542e-05,-6.843749724794179201e-05,-1.064062525983899832e-04,-1.633593783481046557e-04,-2.487890596967190504e-04,-3.769336035475134850e-04,-5.691503756679594517e-04,-8.574755629524588585e-04,-1.289963372983038425e-03,-1.938695088028907776e-03,-2.911792602390050888e-03,-4.371439106762409210e-03,-6.560908164829015732e-03,-9.845112450420856476e-03,-1.477141864597797394e-02,-2.216087840497493744e-02,-2.966087870299816132e-02,-3.716087713837623596e-02,-4.466087743639945984e-02,-5.216087773442268372e-02,-5.966087803244590759e-02,-6.716087460517883301e-02,-7.466087490320205688e-02,-7.500000298023223877e-02
0.000000000000000000e+00,9.999999747378751636e-05,1.999999949475750327e-04,3.499999875202775002e-04,5.750000127591192722e-04,9.125000215135514736e-04,1.418750034645199776e-03,2.178125083446502686e-03,3.317187540233135223e-03,5.025781225413084030e-03,7.588671986013650894e-03,1.143300812691450119e-02,1.719951257109642029e-02,2.584926784038543701e-02,3.882390260696411133e-02,5.828585103154182434e-02,8.747877925634384155e-02,1.312681734561920166e-01,1.969522535800933838e-01,2.954783737659454346e-01,3.954783678054809570e-01,4.954783618450164795e-01,5.954783558845520020e-01,6.954783797264099121e-01,7.954784035682678223e-01,8.954783678054809570e-01,9.954783916473388672e-01,1.000000000000000000e+00
0.000000000000000000e+00,-7.499999810534063727e-06,-1.499999962106812745e-05,-2.624999979161657393e-05,-4.312500095693394542e-05,-6.843749724794179201e-05,-1.064062525983899832e-04,-1.633593783481046557e-04,-2.487890596967190504e-04,-3.769336035475134850e-04,-5.691503756679594517e-04,-8.574755629524588585e-04,-1.289963372983038425e-03,-1.938695088028907776e-03,-2.911792602390050888e-03,-4.371439106762409210e-03,-6.560908164829015732e-03,-9.845112450420856476e-03,-1.477141864597797394e-02,-2.216087840497493744e-02,-2.966087870299816132e-02,-3.716087713837623596e-02,-4.466087743639945984e-02,-5.216087773442268372e-02,-5.966087803244590759e-02,-6.716087460517883301e-02,-7.466087490320205688e-02,-7.500000298023223877e-02
